source_result_filename,line_number,B,x,pte_solution_id,bit_length_p,p,LP_congruence_ok,LP_minus_omega,LP_plus_omega,LP_minus_lpf,LP_plus_lpf,smooth_ok
size-6_16_1099511627776_to_2199023255552.txt,4032,65536,1487479490123,22,230,1504434973902783470148687611961411717627768338957707198071631143848257,False,24,11,60961,42043,True
size-6_16_1099511627776_to_2199023255552.txt,4038,65536,1195056290485,5,228,404573727699245590378475166603375904852333246460366553657835962358577,False,22,12,57223,45181,True
size-6_16_1099511627776_to_2199023255552.txt,4048,65536,1126202337568,1,215,47795234830257537404726966315521919879103995094725054944387805137,False,20,11,63277,23557,True
size-6_16_1099511627776_to_2199023255552.txt,4079,65536,1590842976957,28,208,249643768096630613257055820432297588162802282861285879426506481,False,21,10,63197,65257,True
size-6_16_1099511627776_to_2199023255552.txt,4134,65536,1814646642202,41,224,25302524194354551188658437553490600314573567690261333048180283170049,False,22,12,24593,62851,True
size-6_16_1099511627776_to_2199023255552.txt,4138,65536,1539369831296,25,231,1848099414107083470058903876818034990117326548949854180452590623931457,False,23,11,64747,38149,True
size-6_16_1099511627776_to_2199023255552.txt,4176,65536,1763159638535,38,232,4172701492806062503538769211104851940425107890662109730420467104599367,False,22,11,58601,29333,True
size-6_16_1099511627776_to_2199023255552.txt,4191,65536,2193204300836,63,210,1428940974116738867768960259486049820826291463881144915079779871,False,20,11,46489,14173,True
size-6_16_1099511627776_to_2199023255552.txt,4223,65536,1918087022901,47,225,35287531152344292068649242718360494395569151061921307101001059964551,False,22,11,61751,49199,True
size-6_16_1099511627776_to_2199023255552.txt,4246,65536,1195545339405,5,209,475028717820230855207443185189136903191441481806596822809741447,False,23,12,60289,33703,True
size-6_16_1099511627776_to_2199023255552.txt,4338,65536,1574327430368,27,225,43156061002203876525655066675792514481506590187827910756166030183457,False,23,11,59561,35809,True
size-6_16_1099511627776_to_2199023255552.txt,4351,65536,1281875058251,10,229,616228369564001611994431901467041821616873143273490727878298120061249,False,22,12,31751,64667,True
size-6_16_1099511627776_to_2199023255552.txt,4356,65536,1539890772240,25,225,37792961271977127806694886629343611053326426649319485960399300378449,False,22,13,35353,64621,True
size-6_16_1099511627776_to_2199023255552.txt,4376,65536,1178609898840,4,205,34415989623036328830845797047347104819366115968230214038055457,False,20,12,63727,11311,True
size-6_16_1099511627776_to_2199023255552.txt,4406,65536,1849700632945,43,216,74636433832256609073201596244008933092089703393555962586932888007,False,22,12,56359,19739,True
size-6_16_1099511627776_to_2199023255552.txt,4448,65536,1196009535000,5,223,8296201191018187438249024776865476945063321515833270952223999174001,False,22,11,65071,35221,True
size-6_16_1099511627776_to_2199023255552.txt,4466,65536,1436945924648,19,217,206218965182460565865727232011426648390667222453254110570854817791,False,26,11,37159,11821,True
size-6_16_1099511627776_to_2199023255552.txt,4475,65536,1643482183098,31,226,55854918852790093162672603934126727945362733455491271217143427912391,False,23,12,65393,10177,True
size-6_16_1099511627776_to_2199023255552.txt,4487,65536,1695112096050,34,215,44211245216736104510311847217470719207303951730598049916882067121,False,23,10,55339,42533,True
size-6_16_1099511627776_to_2199023255552.txt,4491,65536,1471495618590,21,208,275816484388233007391584798560028324086428827114589307440532337,False,23,11,63719,42979,True
size-6_16_1099511627776_to_2199023255552.txt,4528,65536,1178966584061,4,207,124763196191724722365786976310192990789672780842460829070400257,False,21,12,60353,11047,True
size-6_16_1099511627776_to_2199023255552.txt,4531,65536,1557635147266,26,207,183372491547032953829968515857038669185347112290299054930576711,False,22,10,30839,31723,True
size-6_16_1099511627776_to_2199023255552.txt,4593,65536,1316830068290,12,213,9716740779942517576947404583526320717410861516977360047306224449,False,21,12,54979,45613,True
size-6_16_1099511627776_to_2199023255552.txt,4663,65536,1661138145656,32,219,492176145721589436296412930508212826231446640941767560900594294817,False,22,11,40163,37963,True
size-6_16_1099511627776_to_2199023255552.txt,4665,65536,1144745826295,2,228,312551736567415347171348814298870510321849100784056201042450243959047,False,23,12,60427,20063,True
size-6_16_1099511627776_to_2199023255552.txt,4666,65536,1144754158570,2,222,6378885441805863143591358490740242120598035764294707543113290490887,False,23,12,61987,24953,True
size-6_16_1099511627776_to_2199023255552.txt,4674,65536,1351446115635,14,229,846174453615642659818284905102225271059589674131053137785639156309297,False,26,11,63803,39383,True
size-6_16_1099511627776_to_2199023255552.txt,4703,65536,1798882144336,40,219,793783960732715643600314498726424262918559227170752823147994157041,False,21,13,43711,18313,True
size-6_16_1099511627776_to_2199023255552.txt,4705,65536,1644033995612,31,226,55967535806486343921201004313642780516703453402705974347654950998527,False,23,12,25057,49057,True
size-6_16_1099511627776_to_2199023255552.txt,4709,65536,1213833276850,6,205,49261890562922998067504974622341677132093096577176391850620081,False,21,11,38449,6653,True
size-6_16_1099511627776_to_2199023255552.txt,4767,65536,1179513264936,4,212,4572486305260784933307754111638869459266294113560353159888665727,False,21,10,61151,20231,True
size-6_16_1099511627776_to_2199023255552.txt,4829,65536,2126025602496,59,226,65436848214400826931581387480055027556827355589666494383576414630049,False,24,11,60127,31391,True
size-6_16_1099511627776_to_2199023255552.txt,4841,65536,1128005358381,1,213,8637572459027492367324979910247438211035613550142930281346988657,False,21,13,39107,61819,True
size-6_16_1099511627776_to_2199023255552.txt,4920,65536,1110985575429,0,217,204997515310862553329520290924118207380359021914709817911541967551,False,22,21,42793,45737,True
size-6_16_1099511627776_to_2199023255552.txt,4966,65536,2040394412063,54,211,1960429060152949048922195678328103517358877968867486197733530081,False,20,13,60091,27073,True
size-6_16_1099511627776_to_2199023255552.txt,4978,65536,1180012101160,4,216,63241886957192643796726446371591938566210682182774592165619711249,False,21,12,39419,60887,True
size-6_16_1099511627776_to_2199023255552.txt,4981,65536,1438191067205,19,230,1229042852044441661202861782374496767246344211152593231974340645603521,False,25,12,18539,60497,True
size-6_16_1099511627776_to_2199023255552.txt,5025,65536,1816858359911,41,209,662821121724985362824728696475331736155826848841651629254556787,False,19,21,51893,51229,True
size-6_16_1099511627776_to_2199023255552.txt,5032,65536,1971728871198,50,227,166553819872835235606559964816134062545984278330787324229637466479361,False,23,12,57731,46831,True
size-6_16_1099511627776_to_2199023255552.txt,5058,65536,1283518790408,10,223,12673156840259894354352905102159053364630889482010570551009529675521,False,21,12,62989,64237,True
size-6_16_1099511627776_to_2199023255552.txt,5061,65536,2161039412096,61,226,72175127003324522057055080994946512979825346983881710681910035024449,False,21,12,58579,28277,True
size-6_16_1099511627776_to_2199023255552.txt,5087,65536,1644962515690,31,215,36921407216348341247166377774276553409041983585559095732988281249,False,21,11,44633,42979,True
size-6_16_1099511627776_to_2199023255552.txt,5106,65536,1197494810826,5,209,815935459456486686738519565940964158726875261354561357424786549,False,17,23,60107,49207,True
size-6_16_1099511627776_to_2199023255552.txt,5116,65536,1369612695946,15,222,4677330638125854863773441725705406965527653526027873048070550938449,False,23,14,20113,9811,True
size-6_16_1099511627776_to_2199023255552.txt,5138,65536,2092410443872,57,214,13652268952815820116328468460746671793454843926308428325725470001,False,19,13,42139,12763,True
size-6_16_1099511627776_to_2199023255552.txt,5151,65536,1524678786754,24,218,294276919037916233540712572665068646499477779885111049151960319999,False,24,10,41903,62549,True
size-6_16_1099511627776_to_2199023255552.txt,5174,65536,1249206301872,8,209,618199372165611451918075044427564874797388098798427544322073351,False,21,12,58309,50119,True
size-6_16_1099511627776_to_2199023255552.txt,5198,65536,1318243637496,12,213,8910653182228427635223093415872366422740768861535086768506356231,False,24,11,29641,50321,True
size-6_16_1099511627776_to_2199023255552.txt,5222,65536,1886180410743,45,232,6254129709026933993856500836819348644426724694303247145676754479580167,False,22,13,55661,37379,True
size-6_16_1099511627776_to_2199023255552.txt,5223,65536,1387145664960,16,206,91468629128601993654980208967247604647652810753337632946042049,False,20,11,64189,20431,True
size-6_16_1099511627776_to_2199023255552.txt,5238,65536,1559336166670,26,215,26790493927143730780340969761333091239404300256462590831984196127,False,20,11,56957,10333,True
size-6_16_1099511627776_to_2199023255552.txt,5296,65536,1163436431994,3,208,403440521299325479851260769635031883944793125023816930670680449,False,21,11,47797,29327,True
size-6_16_1099511627776_to_2199023255552.txt,5324,65536,1335712602771,13,229,788761393410762422612190341214972375945190805821473895931095547731537,False,25,12,58013,60149,True
size-6_16_1099511627776_to_2199023255552.txt,5339,65536,2179029987445,62,221,2507640613571658722266495694811843883586608401213725952724656581447,False,22,13,53939,14251,True
size-6_16_1099511627776_to_2199023255552.txt,5354,65536,1353090339125,14,210,1523438992426831827805450638200348265335334272978939835430495201,False,21,10,53693,24029,True
size-6_16_1099511627776_to_2199023255552.txt,5395,65536,1267190401792,9,223,11736069479358623125495904478949172555192107572536165696633298852097,False,23,10,64609,64013,True
size-6_16_1099511627776_to_2199023255552.txt,5423,65536,1714687210208,35,232,3530018280495855485596525840672313369566651237120402935101231431094449,False,26,13,59333,6961,True
size-6_16_1099511627776_to_2199023255552.txt,5499,65536,1301725013254,11,213,8261348401142270555798089837816470624611175945146865647861811199,False,25,11,60649,10529,True
size-6_16_1099511627776_to_2199023255552.txt,5539,65536,1198610706551,5,228,411847486416270066578817161818068448117488920379207715097053686753799,False,24,14,62323,15101,True
size-6_16_1099511627776_to_2199023255552.txt,5656,65536,1680926232449,33,215,42037234586221423091105313210840321724395373317013256771902516351,False,22,11,58411,22937,True
size-6_16_1099511627776_to_2199023255552.txt,5672,65536,1198914033317,5,205,45738835232866489449141864641329642230149889020549193980817799,False,21,10,54091,42923,True
size-6_16_1099511627776_to_2199023255552.txt,5673,65536,1801419283240,40,232,4746312701987024548908129344955465361109765370396369498121630972743199,False,26,10,27031,39569,True
size-6_16_1099511627776_to_2199023255552.txt,5716,65536,1612201050005,29,216,73627478153447457657572070568203000137050149540762665859778124999,False,21,11,56041,25409,True
size-6_16_1099511627776_to_2199023255552.txt,5737,65536,1457350364448,20,210,846167369689688662961072691595985593253529708441606477602974801,False,20,11,57991,53047,True
size-6_16_1099511627776_to_2199023255552.txt,5752,65536,2128519588975,59,210,1194003678422270829422836132191915197418012483250993271148026911,False,21,9,64019,39607,True
size-6_16_1099511627776_to_2199023255552.txt,5824,65536,1543537052301,25,231,1878321190742491214326288353978911022429132471086692325055077710674049,False,25,13,31231,21799,True
size-6_16_1099511627776_to_2199023255552.txt,5865,65536,1956687802380,49,210,864342892736936626119051672350249369344053257425720568375064607,False,22,11,59029,50893,True
size-6_16_1099511627776_to_2199023255552.txt,5873,65536,1836273752530,42,210,1041575936336938928058925201657167689685563550311621819128312327,False,22,11,61331,65071,True
size-6_16_1099511627776_to_2199023255552.txt,5880,65536,1302603409360,11,213,8294853123947952346543089759087638526869186169720654761996418401,False,22,11,62987,52511,True
size-6_16_1099511627776_to_2199023255552.txt,5888,65536,1113230109040,0,220,1348717821328812155091187727233757556498138205822391748567154951249,False,23,10,19157,57139,True
size-6_16_1099511627776_to_2199023255552.txt,5896,65536,1113250102825,0,215,44590517910780576058097223905158756348301038138142909682636362081,False,22,13,43889,44917,True
size-6_16_1099511627776_to_2199023255552.txt,5905,65536,1905191312213,46,232,6642002858498714801511448176119714815357158069685116775689380045394961,False,24,10,38993,65393,True
size-6_16_1099511627776_to_2199023255552.txt,5974,65536,1268586308430,9,223,11813852454490939770651032122270962522285612346994130447295363927441,False,24,12,47981,51673,True
size-6_16_1099511627776_to_2199023255552.txt,6029,65536,1544064510268,25,208,368179009168648687100489361313895997644586982886828172189914951,False,20,10,52937,56951,True
size-6_16_1099511627776_to_2199023255552.txt,6055,65536,2008858312968,52,210,843792373443697385137303597070235264437907130800713738430858449,False,20,12,57559,31181,True
size-6_16_1099511627776_to_2199023255552.txt,6067,65536,1113663579735,0,215,44689979536934240628098108386023968035114425166935499045739348177,False,20,12,51193,54413,True
size-6_16_1099511627776_to_2199023255552.txt,6078,65536,1130908968735,1,206,56837146782828800640233537372565413761733312648776792093124449,False,21,13,55343,16871,True
size-6_16_1099511627776_to_2199023255552.txt,6083,65536,1337521271940,13,213,10669557198444142054106700637789966394497989669634921063199999999,False,21,12,48871,11897,True
size-6_16_1099511627776_to_2199023255552.txt,6088,65536,1148034111965,2,213,9599607649594200324792555866647048699605973466532065348141191057,False,21,11,45343,35447,True
size-6_16_1099511627776_to_2199023255552.txt,6090,65536,1492514928985,22,218,258939411396712026229189020830228371567493206487329848324928342577,False,21,13,38891,60293,True
size-6_16_1099511627776_to_2199023255552.txt,6107,65536,1234404467755,7,210,878231918746307434970999968076432185130253221678108669720411249,False,22,10,54559,50753,True
size-6_16_1099511627776_to_2199023255552.txt,6134,65536,1286175479125,10,229,628736765702066422309072543249261202556480268246218077404425114704401,False,24,11,65407,17827,True
size-6_16_1099511627776_to_2199023255552.txt,6206,65536,1665063153250,32,219,499195101180428698263538923816835389808228932072934812766231501951,False,22,11,54941,23917,True
size-6_16_1099511627776_to_2199023255552.txt,6219,65536,1269184335133,9,229,580518043262398142339697989422096669222206537844548977644272387451249,False,25,10,58271,49919,True
size-6_16_1099511627776_to_2199023255552.txt,6266,65536,1114158602650,0,220,1355481328373818396553260607510149477315901628670880894068921188161,False,21,13,39829,30529,True
size-6_16_1099511627776_to_2199023255552.txt,6358,65536,2095773316112,57,221,1984960606875018076699399159691772319095886868564660635509723753697,False,21,10,59753,33029,True
size-6_16_1099511627776_to_2199023255552.txt,6360,65536,1458974710655,20,225,27337450384655755371157380204546479498226564710502154229805134895751,False,24,12,51487,10487,True
size-6_16_1099511627776_to_2199023255552.txt,6374,65536,1631160706463,30,231,2616061863635613119588653833294829053921836522075355065109597629870111,False,22,14,59219,30103,True
size-6_16_1099511627776_to_2199023255552.txt,6384,65536,1872125852096,44,216,73104764100295889564583112190095603655582664622733131189204935841,False,24,10,52709,47681,True
size-6_16_1099511627776_to_2199023255552.txt,6418,65536,1269674742571,9,216,98138843343695747572650179399021244844446363950256045156699982321,False,25,11,50969,35401,True
size-6_16_1099511627776_to_2199023255552.txt,6421,65536,1459083851835,20,211,2395222230000991504435992464141405521310383534840224468168961151,False,21,11,64693,50647,True
size-6_16_1099511627776_to_2199023255552.txt,6440,65536,1407557666062,17,224,22042893491145693641149508303352238913247133508189822473613608975697,False,21,13,32057,9161,True
size-6_16_1099511627776_to_2199023255552.txt,6498,65536,1321467209978,12,208,247409211156720654196102014474887501929561779145759168032353521,False,24,11,41543,8963,True
size-6_16_1099511627776_to_2199023255552.txt,6508,65536,1717568735093,35,232,3565761239282072589517631732785085935919998077850678991063611851569777,False,22,11,60637,33413,True
size-6_16_1099511627776_to_2199023255552.txt,6520,65536,1579869130561,27,207,172146053142061038210989940820701512675885365292222350116675761,False,21,12,58049,26561,True
size-6_16_1099511627776_to_2199023255552.txt,6535,65536,1218207085325,6,214,13704129507509261690638490936543283434471058153788456630235911041,False,22,10,64157,55291,True
size-6_16_1099511627776_to_2199023255552.txt,6544,65536,1407883238928,17,206,99986090602022398854332967220717587612792862135090452026307697,False,20,11,34757,45403,True
size-6_16_1099511627776_to_2199023255552.txt,6550,65536,1356091125385,14,217,145686495414104437998926745723035639774167210386828274614589496897,False,22,11,16381,35753,True
size-6_16_1099511627776_to_2199023255552.txt,6620,65536,1580085373933,27,218,364560298724503533606610288259713325916491997804644515161026463871,False,23,10,62039,22643,True
size-6_16_1099511627776_to_2199023255552.txt,6639,65536,1184238780694,4,216,64613270935589863301522959660326931124998363825102450945008777937,False,23,11,37811,16763,True
size-6_16_1099511627776_to_2199023255552.txt,6777,65536,1443088270015,19,211,2460528837773002089067702776148979659413649592162773260416783297,False,22,13,37889,47431,True
size-6_16_1099511627776_to_2199023255552.txt,6792,65536,1322543094812,12,224,15168073258588832312211261426496641958200446808902518267197706600447,False,22,10,36901,44543,True
size-6_16_1099511627776_to_2199023255552.txt,6795,65536,1305378044226,11,213,9220618046670237485517191492432757699277801682521252228640298049,False,23,9,32561,33751,True
size-6_16_1099511627776_to_2199023255552.txt,6810,65536,1236666817795,7,216,83791950686119073605872243263604120384093749141481406356376188191,False,21,12,51263,52583,True
size-6_16_1099511627776_to_2199023255552.txt,6841,65536,1133509441027,1,215,49686328171477078995123559647095777688689683475034785916683059199,False,21,12,61291,14107,True
size-6_16_17592186044416_to_35184372088832.txt,6,65536,17592654639774,0,235,50341215831971006248522170688435612924448345432016947741222994947727457,False,26,10,42221,47951,True
size-6_16_17592186044416_to_35184372088832.txt,45,65536,19798693013832,8,240,1410929078039287843998350539780891730217333773085461954905019742995316511,False,25,14,54503,2753,True
size-6_16_17592186044416_to_35184372088832.txt,87,65536,17882608857505,1,228,362039248190336093798322707915332156310194768326402291553287944903297,False,21,11,56437,43313,True
size-6_16_17592186044416_to_35184372088832.txt,152,65536,18718766835475,4,240,1007742236826110132926779303125398774431077886601580799958241561698466591,False,24,13,60961,40763,True
size-6_16_17592186044416_to_35184372088832.txt,190,65536,33021651816621,56,236,60237963375867267283984071974408615114474500106521534846054296315726961,False,25,10,57119,52541,True
size-6_16_17592186044416_to_35184372088832.txt,215,65536,31926632124651,52,238,262895381477902059924522314320469545069473825539233382118075856467498977,False,23,11,53611,60887,True
size-6_16_17592186044416_to_35184372088832.txt,219,65536,20104417431560,9,247,187163165404063262383212965468793865188194236043854961686242118827673686017,False,25,14,36913,63803,True
size-6_16_17592186044416_to_35184372088832.txt,459,65536,32519458118257,54,244,27704215350797055163731419101941643068964380247778731248962203461100299601,False,26,14,64591,6389,True
size-6_16_17592186044416_to_35184372088832.txt,528,65536,19052682871080,5,252,6643613150845026711339209702318197291011224009680342389004920873080086141471,False,27,12,48733,31663,True
size-6_16_17592186044416_to_35184372088832.txt,535,65536,19878243051101,8,231,2866457423833349793814517408207045701424871097475456485643554481456497,False,22,12,29009,62873,True
size-6_16_17592186044416_to_35184372088832.txt,589,65536,24565253966435,25,240,921408635403752872576883405570602856397910125169684330027761163629407521,False,25,10,29989,56857,True
size-6_16_17592186044416_to_35184372088832.txt,606,65536,20443127348105,10,240,1709897421551840458772152953802906463251847976754646190743512568715973441,False,24,11,48353,63211,True
size-6_16_17592186044416_to_35184372088832.txt,632,65536,20173246926702,9,247,191040853735081614084973212479409574042873411581230082379564150371900198449,False,25,13,40289,31517,True
size-6_16_17592186044416_to_35184372088832.txt,642,65536,32554839816383,54,257,165333507862047674377560355775415342969243223292568000620944642160916194419999,False,26,14,42979,17029,True
size-6_16_17592186044416_to_35184372088832.txt,669,65536,24309309886160,24,239,865287653438506378764210271241736239988741136235111664177372170366902151,False,25,10,60961,54311,True
size-6_16_17592186044416_to_35184372088832.txt,678,65536,18809517694864,4,236,75197152525578853965915241948079899912254999712353037798625075979602881,False,23,11,48119,59567,True
size-6_16_17592186044416_to_35184372088832.txt,705,65536,20739615996367,11,230,880997458613388193268310997497033619222655821675254319688283029328097,False,23,10,64231,60811,True
size-6_16_17592186044416_to_35184372088832.txt,723,65536,27071078665441,34,255,54663932168164499553116973689241364241394473713490673707948481832604700002431,False,27,12,52069,47623,True
size-6_16_17592186044416_to_35184372088832.txt,763,65536,17999321614976,1,236,63369317827228645723652293057932628326067890621500200042556695965010049,False,23,12,44917,47059,True
size-6_16_17592186044416_to_35184372088832.txt,777,65536,32857650261235,55,237,111145388043728644252428481832564975240017589555630471804026137545604337,False,24,12,37447,31319,True
size-6_16_17592186044416_to_35184372088832.txt,795,65536,18555904234160,3,233,11121511491410489119431677429557191929399060734197655277013176902882951,False,24,13,57947,38567,True
size-6_16_17592186044416_to_35184372088832.txt,806,65536,27912620651796,37,232,6072163214035332744617642289318543635845949180579698597473925979045887,False,23,10,39667,57413,True
size-6_16_17592186044416_to_35184372088832.txt,819,65536,18009410161639,1,236,57933847577823039951796162661025139379849512613935446430411077491573041,False,24,12,52747,36097,True
size-6_16_17592186044416_to_35184372088832.txt,823,65536,22687888853658,18,248,386576935632237255784404418736031302182645653522689591804058299216372724871,False,25,14,59497,17569,True
size-6_16_17592186044416_to_35184372088832.txt,865,65536,22696304043952,18,234,22235884290554308003671916024985233041657983205094741670649319158244999,False,22,11,50849,55439,True
size-6_16_17592186044416_to_35184372088832.txt,896,65536,25454249348223,28,233,7389722730649512443403140153489689224638000003700677459440833052752497,False,22,11,65183,61651,True
size-6_16_17592186044416_to_35184372088832.txt,901,65536,17749134779755,0,233,7761174203106636716629503483443546646354620790902842025234779765261249,False,22,10,48623,37579,True
size-6_16_17592186044416_to_35184372088832.txt,910,65536,23252321764247,20,231,1749719106532930558814962625097924396466363479916596374520964698049607,False,23,11,48539,35149,True
size-6_16_17592186044416_to_35184372088832.txt,911,65536,20225146477571,9,240,1603378688663666548351362967271043353437851509907445089937705780077879071,False,24,10,50849,44701,True
size-6_16_17592186044416_to_35184372088832.txt,924,65536,17752061966213,0,252,4346706681792380609558489987645522283185516264950057674953610381714804716161,False,26,11,64237,60017,True
size-6_16_17592186044416_to_35184372088832.txt,956,65536,21887121896500,15,232,5107512720149480470150239657560862998233749923416516030326993594597151,False,26,11,51329,48239,True
size-6_16_17592186044416_to_35184372088832.txt,1012,65536,24924102654286,26,242,5615691492116231610419079139012393644212441929853955403813078655985144481,False,22,14,62501,60761,True
size-6_16_17592186044416_to_35184372088832.txt,1019,65536,19416397168901,6,238,224665615537841639484658235228191918759836495890772725635811485992470527,False,25,11,65141,21649,True
size-6_16_17592186044416_to_35184372088832.txt,1090,65536,34017341448304,59,241,2631101806944572534689630971570616742950987656459913439506605157784932049,False,23,13,64399,63397,True
size-6_16_17592186044416_to_35184372088832.txt,1112,65536,26042586248980,30,249,884252080776390099045491414347811981437238546155297726231287681998197507271,False,24,12,53959,37567,True
size-6_16_17592186044416_to_35184372088832.txt,1162,65536,34581943854578,61,236,79464640903178327631793950011941236377010001117385164032222230219142241,False,25,10,45541,20021,True
size-6_16_17592186044416_to_35184372088832.txt,1195,65536,21379877974988,13,232,4437198422801437362166434617512880535352927324016519996600031340201031,False,23,10,23539,32983,True
size-6_16_17592186044416_to_35184372088832.txt,1197,65536,34313963516888,60,234,20958735056150662153470983766168544204756082088031440810679217820919201,False,23,11,46271,18127,True
size-6_16_17592186044416_to_35184372088832.txt,1220,65536,17806881234317,0,232,5186217589909426608707375257326154540612797582711636958703465243904967,False,25,11,65309,41981,True
size-6_16_17592186044416_to_35184372088832.txt,1225,65536,26341293630582,31,250,946877987877381201862964837469769283774525883538499668624552435346839865761,False,25,13,62581,59497,True
size-6_16_17592186044416_to_35184372088832.txt,1245,65536,28822248585207,40,243,13429294890772843318971321614747912862498038941424924405334294007560621361,False,25,11,61469,51787,True
size-6_16_17592186044416_to_35184372088832.txt,1436,65536,26933365472256,33,240,1600547153367837017738109089457800780720770500027193478529387275807091457,False,24,10,60259,57097,True
size-6_16_17592186044416_to_35184372088832.txt,1455,65536,18675743644600,3,245,30066221703569470029445431546967087202301252566477949236309988664314000391,False,27,11,44971,57457,True
size-6_16_17592186044416_to_35184372088832.txt,1487,65536,20063108738984,8,230,1004491349346813167171482164236529925905666265749210896884093954224001,False,22,13,46153,40499,True
size-6_16_2199023255552_to_4398046511104.txt,2,65536,4260609853152,60,232,4238791321963036199710846328068977662842221848877109744823300830406449,False,23,11,60631,46559,True
size-6_16_2199023255552_to_4398046511104.txt,9,65536,2473951787664,8,218,389298587856612550608377298724512861193216597390332712570841492801,False,24,11,60727,11071,True
size-6_16_2199023255552_to_4398046511104.txt,31,65536,2267961397194,2,212,3697262857228766921797343686324485586794556470515785588194931199,False,20,11,55763,30427,True
size-6_16_2199023255552_to_4398046511104.txt,98,65536,2715150644800,15,236,55645632982147185442463430759112103766983830039800978485006011118701921,False,26,10,37987,55901,True
size-6_16_2199023255552_to_4398046511104.txt,103,65536,3883459325781,49,231,2430658786247166415249439057753068604208782294719729021032930460447007,False,24,10,54151,49547,True
size-6_16_2199023255552_to_4398046511104.txt,136,65536,3127747108295,27,224,21931878973676290134390599258983766180127020606204623868415900119617,False,23,11,27479,57503,True
size-6_16_2199023255552_to_4398046511104.txt,160,65536,2371900070015,5,222,4171232337145746478125345996626075002587730315840173191970741950449,False,23,10,22613,61381,True
size-6_16_2199023255552_to_4398046511104.txt,221,65536,3815523679802,47,231,2186433895419936940214137618058723824809159768603712146594059087964049,False,22,13,61879,56249,True
size-6_16_2199023255552_to_4398046511104.txt,223,65536,3987335447700,52,226,94141842768708121893165618784293397300396912109136547011770484944671,False,26,10,42461,27043,True
size-6_16_2199023255552_to_4398046511104.txt,276,65536,3506678453744,38,215,50517523040787951269119174201281873190787284003520665142350351249,False,24,12,42349,35969,True
size-6_16_2199023255552_to_4398046511104.txt,278,65536,2681914248045,14,216,60533095937323250993916552846125090596175838819531947375773087201,False,20,11,27917,48779,True
size-6_16_2199023255552_to_4398046511104.txt,281,65536,2716344144584,15,223,9410112225170819401773629204724497256617352759501113986713312734321,False,25,11,58711,37633,True
size-6_16_2199023255552_to_4398046511104.txt,297,65536,3747427652472,45,233,7850023672743911167832571314313495811799457842380591769843952175689041,False,23,14,65027,11173,True
size-6_16_2199023255552_to_4398046511104.txt,304,65536,3300759204000,32,218,321031291215597956137435570820161450339463065656181305870430596551,False,22,12,50591,56473,True
size-6_16_2199023255552_to_4398046511104.txt,334,65536,2269980524265,2,234,19002042720300103073713710483526661504280213366134699687357125064804999,False,22,11,40597,46831,True
size-6_16_2199023255552_to_4398046511104.txt,351,65536,4263343411152,60,232,4255134873828424549162369628037055522704322667277686134196245367364449,False,22,13,63377,40801,True
size-6_16_2199023255552_to_4398046511104.txt,353,65536,4091545659520,55,219,763216891004520671685269866212974047139433268896348866777755807841,False,22,12,33053,39233,True
size-6_16_2199023255552_to_4398046511104.txt,372,65536,3232558588506,30,229,808518314865472697556769945685146165157646622347441608216024171512417,False,24,12,63377,36587,True
size-6_16_2199023255552_to_4398046511104.txt,387,65536,3816904226736,47,217,143663053808526854797437419567417597972791201678342373851898086417,False,21,11,65089,18523,True
size-6_16_2199023255552_to_4398046511104.txt,402,65536,2854708161768,19,236,75168832302750642117642086329960420780438371190654376025977911203135007,False,23,13,55903,27581,True
size-6_16_2199023255552_to_4398046511104.txt,411,65536,3576533067253,40,216,97241351281483768320554843338966836042663730618025754965209590151,False,22,10,62297,38113,True
size-6_16_2199023255552_to_4398046511104.txt,437,65536,2545726617775,10,212,3494703520744536301631235463001115331939818912371166003404661791,False,22,12,57653,10607,True
size-6_16_2199023255552_to_4398046511104.txt,462,65536,3680051352320,43,231,1760089313066077901658485016991419683367999655975519849518207408409217,False,20,11,48397,63809,True
size-6_16_2199023255552_to_4398046511104.txt,472,65536,3577030816935,40,232,5937553198644891581716654873802667543171384176062417360458772041156817,False,21,11,44987,47111,True
size-6_16_2199023255552_to_4398046511104.txt,494,65536,4367638393792,63,232,4919166044510773548060712927592545193104525119850515144093001107780001,False,24,10,50329,56941,True
size-6_16_2199023255552_to_4398046511104.txt,502,65536,3371020590971,34,218,364277828944906498204247443514851863120335545614999864068438419999,False,23,11,34591,58393,True
size-6_16_2199023255552_to_4398046511104.txt,558,65536,2237159681708,1,212,5824510330286810579005467343626183103302449471787463151087352199,False,23,12,62723,38153,True
size-6_16_2199023255552_to_4398046511104.txt,566,65536,2821458454584,18,223,11817565326093943272898697623082757171043163205729275792805802132321,False,23,9,24671,42473,True
size-6_16_2199023255552_to_4398046511104.txt,582,65536,3887158657657,49,215,38191260482641538130109278349866256906442159564556581414640000799,False,22,13,36007,29009,True
size-6_16_2199023255552_to_4398046511104.txt,585,65536,3199740008267,29,218,266411186817699879520560777431764888514666155457269566656922669361,False,20,12,61519,35407,True
size-6_16_2199023255552_to_4398046511104.txt,670,65536,3819074371216,47,223,13009883932388225166853279292198585199183567976790650807542643444999,False,23,12,53527,60091,True
size-6_16_2199023255552_to_4398046511104.txt,753,65536,3304165390463,32,232,3688434628594313124998116912633948648223945095532558148766135724809607,False,21,12,14071,17093,True
